season,team1,team2,period,secs,prob1,prob1_outcome,prob2,prob2_outcome
2016,Albany (NY),Florida,2,296,0.156,1,0.844,0
2016,Albany (NY),Florida,2,267,0.165,1,0.835,0
2016,Albany (NY),Florida,2,263,0.153,1,0.847,0
2016,Albany (NY),Florida,2,262,0.145,1,0.855,0
2016,Albany (NY),Florida,2,238,0.132,1,0.868,0
2016,Albany (NY),Florida,2,229,0.131,1,0.869,0
2016,Albany (NY),Florida,2,216,0.093,1,0.907,0
2016,Albany (NY),Florida,2,189,0.091,1,0.909,0
2016,Albany (NY),Florida,2,184,0.11,1,0.89,0
2016,Albany (NY),Florida,2,150,0.116,1,0.884,0
2016,Albany (NY),Florida,2,131,0.106,1,0.894,0
2016,Albany (NY),Florida,2,113,0.105,1,0.895,0
2016,Albany (NY),Florida,2,106,0.086,1,0.914,0
2016,Albany (NY),Florida,2,75,0.063,1,0.937,0
2016,Albany (NY),Florida,2,65,0.075,1,0.925,0
2016,Albany (NY),Florida,2,54,0.074,1,0.926,0
2016,Albany (NY),Florida,2,46,0.059,1,0.9410000000000001,0
2016,Albany (NY),Florida,2,26,0.07,1,0.9299999999999999,0
2016,Albany (NY),Florida,2,3,0.075,1,0.925,0
2016,Albany (NY),Florida,2,0,0.083,1,0.917,0
2016,Albany (NY),Florida,3,600,0.075,1,0.925,0
2016,Albany (NY),Florida,3,592,0.09,1,0.91,0
2016,Albany (NY),Florida,3,584,0.089,1,0.911,0
2016,Albany (NY),Florida,3,577,0.099,1,0.901,0
2016,Albany (NY),Florida,3,575,0.088,1,0.912,0
2016,Albany (NY),Florida,3,548,0.096,1,0.904,0
2016,Albany (NY),Florida,3,524,0.082,1,0.918,0
2016,Albany (NY),Florida,3,523,0.082,1,0.918,0
2016,Albany (NY),Florida,3,517,0.092,1,0.908,0
2016,Albany (NY),Florida,3,509,0.08,1,0.92,0
2016,Albany (NY),Florida,3,497,0.089,1,0.911,0
2016,Albany (NY),Florida,3,491,0.11,1,0.89,0
2016,Albany (NY),Florida,3,485,0.087,1,0.913,0
2016,Albany (NY),Florida,3,473,0.108,1,0.892,0
2016,Albany (NY),Florida,3,455,0.107,1,0.893,0
2016,Albany (NY),Florida,3,442,0.106,1,0.894,0
2016,Albany (NY),Florida,3,441,0.115,1,0.885,0
2016,Albany (NY),Florida,3,421,0.171,1,0.829,0
2016,Albany (NY),Florida,3,398,0.145,1,0.855,0
2016,Albany (NY),Florida,3,384,0.113,1,0.887,0
2016,Albany (NY),Florida,3,371,0.144,1,0.856,0
2016,Albany (NY),Florida,3,359,0.143,1,0.857,0
2016,Albany (NY),Florida,3,358,0.155,1,0.845,0
2016,Albany (NY),Florida,3,334,0.141,1,0.859,0
2016,Albany (NY),Florida,3,315,0.14,1,0.86,0
2016,Albany (NY),Florida,3,305,0.152,1,0.848,0
2016,Albany (NY),Florida,3,297,0.138,1,0.862,0
2016,Albany (NY),Florida,3,296,0.128,1,0.872,0
2016,Albany (NY),Florida,3,280,0.114,1,0.886,0
2016,Albany (NY),Florida,3,264,0.125,1,0.875,0
